level,word,pinyin,english
7-9,筹码,chóumǎ,chip; counter
7-9,瞅,chǒu,(dialect) to look at; old variant of 瞅
7-9,丑恶,chǒu’è,ugly; repulsive
7-9,丑陋,chǒulòu,ugly
7-9,丑闻,chǒuwén,scandal
7-9,出厂,chūchǎng,to leave the factory (of finished goods)
7-9,出丑,chūchǒu,shameful; scandalous; to be humiliated; to make a fool of sb or oneself; to make sb lose face
7-9,出动,chūdòng,to start out on a trip; to dispatch troops
7-9,出发点,chūfādiǎn,starting point; (fig.) basis; motive
7-9,出访,chūfǎng,to go and visit in an official capacity or for investigation
7-9,出局,chūjú,(of a batter) to be put out (in baseball); to be dismissed (in cricket); (of a player or team) to be eliminated from a competition; (fig.) to be weeded out; to get the chop (in a competitive environment)
7-9,出路,chūlù,a way out (lit. and fig.); opportunity for advancement; a way forward; outlet (for one's products)
7-9,出卖,chūmài,to sell; to market
7-9,出面,chūmiàn,to appear personally; to step in; to step forth; to show up
7-9,出任,chūrèn,to take up a post; to start in a new job
7-9,出人意料,chūrényìliào,unexpected (idiom); surprising
7-9,出神,chūshén,spellbound; entranced; lost in thought
7-9,出手,chūshǒu,to dispose of; to spend (money); to undertake a task
7-9,出台,chūtái,"to officially launch (a policy, program etc); to appear on stage; to appear publicly; (of a bar girl) to leave with a client"
7-9,出头,chūtóu,to get out of a predicament; to stick out; to take the initiative; remaining odd fraction after a division; a little more than
7-9,出土,chūtǔ,to dig up; to appear in an excavation; unearthed; to come up out of the ground
7-9,出息,chūxi,future prospects; profit; to mature; to grow up
7-9,出征,chūzhēng,to set out on a military expedition
7-9,出众,chūzhòng,to stand out; outstanding
7-9,初衷,chūzhōng,original intention
7-9,出资,chūzī,to fund; to put money into sth; to invest
7-9,出走,chūzǒu,to leave home; to go off; to run away
7-9,锄,chú,to hoe
7-9,橱窗,chúchuāng,shop window
7-9,除去,chúqù,to eliminate; to remove; except for; apart from
7-9,储备,chǔbèi,reserves; to store up
7-9,处方,chǔfāng,medical prescription; to write out a prescription; (fig.) recommendation; advice
7-9,处分,chǔfèn,to discipline sb; to punish; disciplinary action; to deal with (a matter)
7-9,处境,chǔjìng,plight; unfavourable situation
7-9,储量,chǔliàng,reserves; stock (of mineral ore, etc.); stored capacity
7-9,触动,chùdòng,to touch; to stir up (trouble or emotions); to move (sb's emotions or worry)
7-9,触犯,chùfàn,to violate; to offend
7-9,触觉,chùjué,sense of touch; tactile sensation
7-9,矗立,chùlì,to stand tall
7-9,触摸,chùmō,to touch
7-9,揣,chuāi,"to put into (one's pockets, clothes); Taiwan pr. [chuǎi]"
7-9,揣测,chuǎicè,to guess; to conjecture
7-9,揣摩,chuǎimó,to analyze; to try to figure out; to try to fathom
7-9,踹,chuài,to kick; to trample; to tread on
7-9,穿梭,chuānsuō,to shuttle
7-9,穿越,chuānyuè,to pass through; to traverse; to cross
7-9,穿着,chuānzhuó,wearing; clothes
7-9,船舶,chuánbó,shipping; boats
7-9,传单,chuándān,leaflet; flier; pamphlet
7-9,传媒,chuánméi,media
7-9,传奇,chuánqí,legendary; fantasy saga; romance; short stories of the Tang and Song Dynasty
7-9,传闻,chuánwén,rumor
7-9,传言,chuányán,rumor; hearsay
7-9,喘,chuǎn,to gasp; to pant; asthma
7-9,喘息,chuǎnxī,to gasp for breath; to take a breather
7-9,串门,chuànmén,to call on sb; to drop in; to visit sb's home
7-9,窗帘,chuānglián,window curtains
7-9,创伤,chuāngshāng,wound; injury; trauma
7-9,床位,chuángwèi,"bed (in hospital, hotel, train etc); berth; bunk"
7-9,创,chuàng,variant of 创; to begin; to initiate; to inaugurate; to start; to create
7-9,创始人,chuàngshǐrén,creator; founder; initiator
7-9,吹牛,chuīniú,to talk big; to shoot off one's mouth; to chat (dialect)
7-9,吹捧,chuīpěng,to flatter; to adulate
7-9,炊烟,chuīyān,smoke from kitchen chimneys
7-9,捶,chuí,to beat (with a stick or one's fist); to thump; to pound; variant of 捶
7-9,锤,chuí,hammer; to hammer into shape; weight (e.g. of a steelyard or balance); to strike with a hammer; variant of 锤
7-9,纯粹,chúncuì,pure; unadulterated
7-9,醇厚,chúnhòu,mellow and rich; simple and kind
7-9,淳朴,chúnpǔ,unsophisticated; simple and honest; naive
7-9,蠢,chǔn,variant of 蠢; stupid; sluggish; clumsy; to wiggle (of worms); to move in a disorderly fashion
7-9,戳,chuō,to jab; to poke; to stab; (coll.) to sprain; to blunt; to fuck (vulgar); to stand; to stand (sth) upright; stamp; seal
7-9,绰号,chuòhào,nickname
7-9,辞,cí,old variant of 辞; to resign; to dismiss; to decline; to take leave; ballad (archaic poetic genre); variant of 词
7-9,辞呈,cíchéng,(written) resignation
7-9,磁带,cídài,magnetic tape
7-9,辞典,cídiǎn,dictionary (variant of 词典)
7-9,慈善,císhàn,benevolent; charitable
7-9,磁铁,cítiě,magnet
7-9,慈祥,cíxiáng,kindly; benevolent (often of older person)
7-9,雌性,cíxìng,female (sex)
7-9,此致,cǐzhì,(used at the end of a letter to introduce a polite salutation)
7-9,赐,cì,to confer; to bestow; to grant; Taiwan pr. [sì]
7-9,刺耳,cì’ěr,ear-piercing
7-9,刺骨,cìgǔ,piercing; cutting; bone-chilling; penetrating (cold)
7-9,赐教,cìjiào,(honorific) to impart one's wisdom; to enlighten
7-9,次品,cìpǐn,substandard products; defective; seconds
7-9,次日,cìrì,next day; the morrow
7-9,刺绣,cìxiù,to embroider; embroidery
7-9,次序,cìxù,sequence; order
7-9,刺眼,cìyǎn,to dazzle; to glare
7-9,次要,cìyào,secondary
7-9,葱,cōng,scallion; green onion
7-9,丛,cóng,cluster; collection; collection of books; thicket
7-9,丛林,cónglín,jungle; thicket; forest; Buddhist monastery
7-9,从容,cóngróng,to go easy; unhurried; calm; Taiwan pr. [cōng róng]
7-9,从头,cóngtóu,anew; from the start
7-9,凑合,còuhe,to bring together; to make do in a bad situation; to just get by; to improvise; passable; not too bad
7-9,凑巧,còuqiǎo,fortuitously; luckily; as chance has it
7-9,粗暴,cūbào,rough; cruel
7-9,粗糙,cūcāo,rough; crude (in one's manner); boorish
7-9,粗鲁,cūlǔ,coarse; crude (in one's manner); boorish
7-9,促成,cùchéng,to facilitate; to effect
7-9,簇拥,cùyōng,to crowd around; to escort
7-9,窜,cuàn,to flee; to scuttle; to exile or banish; to amend or edit
7-9,摧残,cuīcán,to ravage; to ruin
7-9,催促,cuīcù,to urge
7-9,摧毁,cuīhuǐ,to destroy; to wreck
7-9,催眠,cuīmián,hypnosis
7-9,璀璨,cuǐcàn,sparkling; brilliant
7-9,翠绿,cuìlǜ,greenish-blue; emerald green
7-9,存活,cúnhuó,survive
7-9,存心,cúnxīn,deliberately
7-9,存折,cúnzhé,passbook; bankbook
7-9,搓,cuō,to rub; to chafe; to roll (dough)
7-9,磋商,cuōshāng,to consult; to discuss seriously; to negotiate; to confer; negotiations; consultations
7-9,挫败,cuòbài,to defeat; to thwart
7-9,错别字,cuòbiézì,incorrectly written or mispronounced characters
7-9,错觉,cuòjué,misconception; illusion; misperception
7-9,错位,cuòwèi,to be wrongly positioned; to be dislocated; to be misplaced; (medicine) to be in malposition; (fig.) erroneous; eccentric
7-9,搭乘,dāchéng,"to ride as a passenger; to travel by (car, plane etc)"
7-9,搭档,dādàng,to cooperate; partner
7-9,搭建,dājiàn,to build (esp. with simple materials); to knock together (a temporary shed); to rig up
7-9,答辩,dábiàn,to reply (to an accusation); to defend one's dissertation
7-9,达标,dábiāo,to reach a set standard
7-9,打,dǎ,to beat; to strike; to hit; to break; to type; to mix up; to build; to fight; to fetch; to make; to tie up; to issue; to shoot; to calculate; to play (a game); since; from
7-9,打岔,dǎchà,interruption; to interrupt (esp. talk); to change the subject
7-9,打倒,dǎdǎo,overthrow
7-9,打赌,dǎdǔ,bet
7-9,打发,dǎfa,to dispatch sb to do sth; to make sb leave; to pass (the time); (old) to make arrangements; (old) to bestow (alms etc)
7-9,打搅,dǎjiǎo,to disturb; to trouble; to bother
7-9,打捞,dǎlāo,to salvage; to dredge; to fish out (person or object from the sea)
7-9,打量,dǎliang,to appraise; to size up
7-9,打猎,dǎliè,to go hunting
7-9,大不了,dàbuliǎo,at worst; if worst comes to worst; (usu. in the negative) serious; alarming
7-9,大大咧咧,dàdaliēliē,carefree; offhand; casual
7-9,大纲,dàgāng,synopsis; outline; program; leading principles
7-9,大局,dàjú,overall situation; the big picture
7-9,大陆,dàlù,mainland China (reference to the PRC); continent; mainland
7-9,大片,dàpiàn,wide expanse; large area; vast stretch; extending widely; blockbuster movie
7-9,大数据,dàshùjù,big data (computing)
7-9,大肆,dàsì,wantonly; without restraint (of enemy or malefactor); unbridled
7-9,大体,dàtǐ,general idea; rough outline; in general; roughly
7-9,大为,dàwéi,greatly; very much
7-9,大雁,dàyàn,wild goose
7-9,大意,dàyi,careless
7-9,大宗,dàzōng,large amount; staple; influential family of long standing
7-9,逮,dǎi,(coll.) to catch; to seize
7-9,歹徒,dǎitú,evildoer; malefactor; gangster; hoodlum
7-9,逮捕,dàibǔ,to arrest; to apprehend; an arrest
7-9,带队,dàiduì,to lead a team; to lead a group; group leader; (tourism) tour guide
7-9,怠工,dàigōng,to slacken off in one's work; to go slow (as a form of strike)
7-9,代号,dàihào,code name
7-9,代理人,dàilǐrén,agent
7-9,带路,dàilù,to lead the way; to guide; to show the way; (fig.) to instruct
7-9,怠慢,dàimàn,to slight; to neglect
7-9,带头,dàitóu,to take the lead; to be the first
7-9,代言,dàiyán,spokesperson; to speak on behalf of sb
7-9,担保,dānbǎo,to guarantee; to vouch for
7-9,单边,dānbiān,unilateral
7-9,单薄,dānbó,weak; frail; thin; flimsy
7-9,担当,dāndāng,to bear; to assume; responsibility
7-9,单方面,dānfāngmiàn,unilateral
7-9,单价,dānjià,unit price
7-9,单身,dānshēn,unmarried; single
7-9,胆量,dǎnliàng,courage; guts
7-9,胆怯,dǎnqiè,timidity; timid; cowardly
7-9,胆小鬼,dǎnxiǎoguǐ,coward
7-9,担,dàn,"picul (100 catties, 50 kg); two buckets full; carrying pole and its load; classifier for loads carried on a shoulder pole"
7-9,诞辰,dànchén,birthday
7-9,淡化,dànhuà,to water down; to play down; to trivialize; to weaken; to become dull with time; to desalinate; desalination
7-9,淡季,dànjì,off season; slow business season; see also 季
7-9,淡水,dànshuǐ,"Tamsui or Danshui, district of New Taipei City 市, Taiwan; potable water (water with low salt content); fresh water"
7-9,担子,dànzi,carrying pole and the loads on it; burden; task; responsibility
7-9,当即,dāngjí,at once; on the spot
7-9,当日,dāngrì,on that day
7-9,当事人,dāngshìrén,persons involved or implicated; party (to an affair)
7-9,当务之急,dāngwùzhījí,top priority job; matter of vital importance
7-9,当心,dāngxīn,to take care; to look out
7-9,当众,dāngzhòng,in public; in front of everybody
7-9,党,dǎng,surname Dang; party; association; club; society
7-9,档次,dàngcì,grade; class; quality; level
7-9,当晚,dàngwǎn,the same evening
7-9,荡漾,dàngyàng,to ripple; to undulate; also written 荡漾
7-9,当真,dàngzhēn,"to take seriously; serious; No joking, really!"
7-9,导弹,dǎodàn,(guided) missile
7-9,导航,dǎoháng,navigation
7-9,导火索,dǎohuǒsuǒ,fuse (for explosive)
7-9,捣乱,dǎoluàn,to disturb; to look for trouble; to stir up a row; to bother sb intentionally
7-9,倒霉,dǎoméi,to have bad luck; to be out of luck
7-9,倒塌,dǎotā,collapse
7-9,导向,dǎoxiàng,to be oriented towards; orientation
7-9,盗,dào,to steal; to rob; to plunder; thief; bandit; robber
7-9,盗版,dàobǎn,pirated; illegal; see also 版
7-9,道别,dàobié,farewell
7-9,稻草,dàocǎo,straw
7-9,倒计时,dàojìshí,to count down; countdown
7-9,盗窃,dàoqiè,to steal
7-9,倒数,dàoshǔ,to count backwards (from 10 down to 0); to count down; from the bottom (lines on a page); from the back (rows of seats)
7-9,到头来,dàotóulái,in the end; finally; as a result
7-9,倒退,dàotuì,retreat; fall back
7-9,到位,dàowèi,to get to the intended location; to be in place; to be in position; precise; well (done)
7-9,得当,dédàng,appropriate; suitable
7-9,得力,délì,able; capable; competent; efficient
7-9,得失,déshī,gains and losses; success and failure; merits and demerits
7-9,得体,détǐ,appropriate to the occasion; fitting
7-9,得益,déyì,to benefit from
7-9,得罪,dézuì,to commit an offense; to violate the law; excuse me! (formal); see also 罪
7-9,蹬,dēng,to step on; to tread on; to wear (shoes); (slang) to dump (sb); Taiwan pr. [dèng]
7-9,登顶,dēngdǐng,to reach the summit
7-9,登陆,dēnglù,to land; to come ashore; to make landfall (of typhoon etc); to log in (frequently used erroneous variant of 登录)
7-9,灯泡,dēngpào,light bulb; see also 电灯泡; third-wheel or unwanted third party spoiling a couple's date (slang)
7-9,瞪,dèng,to open (one's eyes) wide; to stare at; to glare at
7-9,凳子,dèngzi,stool; small seat
7-9,堤,dī,dike; Taiwan pr. [tí]; variant of 堤
7-9,堤坝,dībà,dam; dike
7-9,低调,dīdiào,low pitch; quiet (voice); subdued; low-key; low-profile
7-9,提防,dīfang,to guard against; to be vigilant; watch you don't (slip); Taiwan pr. [tí fáng]
7-9,低谷,dīgǔ,valley; trough (as opposed to peaks); fig. low point; lowest ebb; nadir of one's fortunes
7-9,低估,dīgū,to underestimate; to underrate
7-9,低落,dīluò,to drop; to fall; depressed; dispirited; low spirits
7-9,低迷,dīmí,blurred (landscape etc); low (spirits); in a slump (economy)
7-9,嘀咕,dígu,to mutter; to grumble
7-9,敌视,díshì,hostile; malevolence; antagonism; to view as enemy; to stand against
7-9,笛子,dízi,bamboo flute
7-9,抵,dǐ,to resist; to withstand; to push; to press against; to hold one's ground; to arrive at; just before; to equal; to amount to
7-9,底层,dǐcéng,ground or first floor; bottom (of a pile); lowest rung (of society)
7-9,底线,dǐxiàn,bottom line; the limit of what one is prepared to accept; (sports) baseline; (sewing) under thread; spy; informer; plant
7-9,抵消,dǐxiāo,to counteract; to cancel out; to offset
7-9,抵押,dǐyā,to provide (an asset) as security for a loan; to put up collateral
7-9,抵御,dǐyù,to resist; to withstand
7-9,底蕴,dǐyùn,inside information; concrete details
7-9,抵制,dǐzhì,to resist; to boycott; to refuse (to cooperate); to reject; resistance; refusal
7-9,底子,dǐzi,base; foundation; bottom
7-9,地板,dìbǎn,floor
7-9,地步,dìbù,stage; degree (to which a situation has evolved); situation; leeway
7-9,地带,dìdài,zone
7-9,地段,dìduàn,section; district
7-9,帝国,dìguó,empire; imperial
7-9,递交,dìjiāo,to submit; to hand in; to hand over
7-9,地势,dìshì,terrain; topography relief
7-9,地毯,dìtǎn,carpet; rug
7-9,地下水,dìxiàshuǐ,groundwater
7-9,第一手,dìyīshǒu,first-hand
7-9,递增,dìzēng,to increase by degrees; in increasing order; incremental; progressive
7-9,弟子,dìzǐ,disciple; follower
7-9,颠簸,diānbǒ,"to be jolted around (car on a bumpy road, boat on a rough sea, aircraft experiencing turbulence); (fig.) to undergo a rough experience"
7-9,颠倒,diāndǎo,to turn upside down; to reverse; back to front; confused; deranged; crazy
7-9,巅峰,diānfēng,summit; apex; pinnacle (of one's career etc); peak (of a civilization etc)
7-9,颠覆,diānfù,"to topple (i.e. knock over); to capsize; fig. to overturn (a regime, by plotting or subversion); to undermine; to subvert"
7-9,典范,diǎnfàn,model; example; paragon
7-9,点火,diǎnhuǒ,to ignite; to light a fire; to agitate; to start an engine; ignition; fig. to stir up trouble
